t(),X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56
2005-01-27,44.5308,40.953,18.183442,50.247374,19.041251,19.913452,12.224744,21.088796,18.422621,,4.485445,50.124686,18.895439,1.8006,9.96,27.783179,6.325297,22.284131,44.289351,24.098486,32.668491,24.347509,24.347509,,15.04754,,,27.692556,27.692556,11.214536,,24.347509,,28.660086,2.4613,2.4613,8.065782,18.8063,24.5934,39.644683,,,36.4008,5.357624,23.25,30.76,31.643807,15.5089,24.79238,29.202942,,19.347173,16.048527,29.0578,,51.9605
2005-01-28,44.4945,41.2611,18.398832,50.375661,18.973895,19.908374,12.151979,21.212721,18.199435,,4.515474,50.252626,18.974328,1.7999,9.94,27.917124,6.233731,22.351282,44.114332,23.907183,32.915561,24.209247,24.209247,,14.950236,,,27.496932,27.496932,10.094873,,24.209247,,28.768675,2.5406,2.5406,8.139185,18.8694,24.6025,39.466741,,,36.4263,5.420776,23.87,30.56,31.739976,15.5556,24.97021,28.368459,,19.3049,15.764278,29.039,,52.4389
2005-01-31,44.6306,42.1855,19.308415,51.298071,19.124573,20.078462,12.291988,21.380529,18.282514,,4.572375,51.172759,19.006638,1.7638,10.06,28.125374,6.41078,22.5239,44.517681,24.422886,32.443152,24.733342,24.733342,,14.950236,,,27.588247,27.588247,10.488348,,24.733342,,28.822969,2.5563,2.5563,8.220328,19.1396,25.0513,39.822716,,,37.3168,5.459464,23.62,30.27,32.035264,15.6758,25.646949,29.089887,,19.437834,15.24918,29.7052,,52.6183
2005-02-01,44.8847,41.8274,19.140869,50.925461,19.211751,19.731397,12.263931,21.380529,18.137215,,4.563397,50.801022,19.139287,1.8035,10.12,28.155194,6.475895,22.677361,45.088552,24.672396,32.668491,24.529532,24.529532,,14.924942,,,27.210082,27.210082,10.591171,,24.529532,,28.846252,2.7088,2.7088,8.230619,19.1216,24.9964,39.956218,,,38.4956,5.495453,23.05,30.12,32.206881,15.7826,26.190317,29.249709,,19.492248,15.195877,29.7304,,52.4837
2005-02-02,44.803,42.1022,19.116947,51.768391,19.306912,19.765396,12.521504,21.47529,18.318772,,4.581415,51.641936,19.046038,1.8641,10.125,28.2667,6.561378,22.773347,45.415822,24.938589,32.486795,24.747866,24.747866,,15.105149,,,27.39912,27.39912,10.373354,,24.747866,,29.326987,2.6956,2.6956,8.229344,19.4548,25.1979,40.149004,,,38.3769,5.527372,23.17,30.73,32.742544,15.8494,26.432363,29.362863,,19.522468,15.142575,30.0761,,52.3193
2005-02-03,44.0498,42.0439,19.188713,51.554645,19.556786,19.47273,12.711923,21.380529,18.339542,,4.53343,51.428638,19.038858,1.8619,9.98,28.199776,6.488107,22.5239,45.560483,24.772218,32.181565,24.747866,24.747866,,15.040249,,,27.4187,27.4187,10.421747,,24.747866,,29.133091,2.78,2.78,8.208675,19.9412,25.1246,40.289928,,,38.5041,5.560619,23.43,31.5,32.776923,15.6758,26.797901,29.63574,,19.359314,14.95616,29.9818,,52.252
2005-02-04,44.0407,43.0432,19.212635,51.853948,19.885857,19.561219,12.907954,21.292945,18.474456,,4.581415,51.727294,19.010228,1.8518,9.925,28.2667,6.553268,22.351282,45.857303,25.071686,32.3051,24.733342,24.733342,,15.303358,,,28.227274,28.227274,10.560888,,24.733342,,29.350269,2.8681,2.8681,8.628593,20.3555,25.665,41.016632,,,38.5805,5.811127,23.81,31.42,32.872999,15.5556,27.168379,29.538241,,19.866853,15.160407,30.6606,,52.4688
2005-02-07,44.0726,43.218,19.124891,51.792598,19.893839,19.45913,12.930307,20.840855,18.318772,,4.638316,51.666101,18.938429,1.846,9.845,28.013769,6.47184,22.399177,46.055183,24.863793,32.435939,24.347509,24.347509,,15.310559,,,27.699143,27.699143,10.500422,,24.347509,,29.373552,2.9681,2.9681,8.570585,20.2655,25.6284,40.564263,,,38.8688,5.738463,23.95,31.07,33.642161,15.589,26.778142,29.752757,,19.93332,15.053801,30.6732,,52.0427
2005-02-08,44.0544,43.6261,18.933424,51.755847,20.107928,19.363841,12.963976,20.789795,18.090483,,4.569403,51.629366,18.992278,1.8374,9.38,27.894784,6.538982,22.274454,46.306374,24.522709,32.196082,24.544056,24.544056,,15.368168,,,28.135959,28.135959,10.292699,,24.544056,,29.34254,2.5,2.5,8.551277,20.4816,25.5918,41.157556,,,39.1656,5.73645,23.95,31.18,33.168287,15.5022,26.713926,29.550032,,19.727894,14.74295,30.6104,,52.0053
2005-02-09,44.2824,43.3762,18.88558,50.645857,20.048464,19.275352,12.907954,20.695034,17.690844,,4.473495,50.522147,18.884669,1.8374,9.335,27.686534,6.359905,22.034684,45.895343,24.497777,32.246939,24.347509,24.347509,,15.407864,,,27.673066,27.673066,10.262219,,24.347509,,28.900453,2.3722,2.3722,8.407024,20.5177,25.3628,40.779315,,,38.7755,5.689621,23.82,30.9,32.831837,15.3353,26.496579,28.660954,,19.486221,14.440966,29.8687,,51.4895
2005-02-10,44.027,43.5511,19.029203,51.289741,20.032589,19.186863,12.823967,20.673138,17.618239,,4.498943,51.164476,18.884669,1.8007,9.48,27.515388,6.351748,22.945966,46.428082,24.597599,32.406813,24.398532,24.398532,,15.31416,,,27.979496,27.979496,10.088045,,24.398532,,28.947018,2.4388,2.4388,8.551277,20.7158,25.5276,40.905395,,,38.8858,5.759543,23.82,31.05,32.748955,15.9695,26.990549,27.939525,,19.395561,14.680779,29.8372,,51.8857
2005-02-11,44.1274,44.2006,19.348315,51.768097,20.056357,19.377441,12.94153,20.636706,17.644201,,4.557392,51.641643,18.884669,1.8035,9.445,27.768318,6.380274,22.61021,46.610783,24.580915,32.632152,24.36939,24.36939,,15.407864,,,27.855606,27.855606,10.335451,,24.36939,,29.094349,2.4625,2.4625,8.525506,20.7608,25.7933,40.860864,,,39.1317,5.754102,23.89,30.91,32.748955,15.7359,27.351148,28.504897,,19.323068,14.80512,30.2835,,51.9455
2005-02-14,44.0544,44.4255,19.627526,51.602471,20.040482,19.411531,12.627936,20.782527,17.85172,,4.666797,51.476481,18.8739,1.8749,9.435,27.798139,6.420965,22.485584,46.960913,24.464502,32.668491,24.507652,24.507652,,15.443869,,,27.503519,27.503519,10.439362,,24.507652,,29.451036,2.6869,2.6869,8.512662,20.7158,25.3719,40.638391,,,39.0808,5.770382,24.23,33.0,32.873278,15.6491,27.30669,27.491073,,19.359314,14.787384,30.4155,,52.1773
2005-02-15,44.0726,44.184,19.535491,52.062402,20.024696,19.819885,12.560783,21.052363,18.100868,,4.623332,51.935232,18.884669,1.8633,9.495,27.745978,6.41691,22.303289,47.432752,24.564325,32.668491,24.463985,24.463985,,15.368168,,,27.712136,27.712136,10.372166,,24.463985,,29.644932,2.6838,2.6838,8.507474,20.7158,25.1063,40.519823,,,39.6067,5.614259,24.07,33.48,33.101016,15.5222,27.884636,27.491073,,19.449975,14.813988,30.5789,,51.5718
2005-02-16,44.1274,44.1507,19.967821,51.804848,19.969178,19.642908,12.879989,21.037736,17.919222,,4.624818,51.678281,18.902619,1.877,9.6,27.745978,6.451471,22.264875,47.120754,24.206651,32.588509,24.573199,24.573199,,15.602383,,,28.149043,28.149043,10.384339,,24.573199,,29.536342,2.6456,2.6456,8.436623,20.7608,25.5093,40.445605,,,39.4286,5.614259,24.3,33.64,33.038948,15.4955,27.687048,27.900487,,19.613039,14.849555,30.4846,,51.3325
2005-02-17,43.7808,43.3846,19.847755,51.387843,19.517144,19.350241,12.387106,21.504454,17.903645,,4.498943,51.262307,18.712531,1.8229,9.455,27.530347,6.439259,22.514321,46.831523,23.774086,32.188779,24.471247,24.471247,,15.494276,,,27.392623,27.392623,10.146136,,24.471247,,29.202938,2.5494,2.5494,8.334897,20.5717,24.914,39.844981,,,39.1741,5.534141,24.37,33.56,33.349567,15.6691,26.876936,27.569052,,19.286822,14.813988,30.1515,,50.9812
2005-02-18,43.7352,43.7759,19.871768,51.26524,19.509161,19.418331,12.224744,20.818959,17.841335,,4.459998,51.140018,18.558253,1.8403,9.39,27.180673,6.506448,22.034684,46.892424,23.591031,31.985262,24.347509,24.347509,,15.479874,,,27.620821,27.620821,10.176616,,24.347509,,29.326987,2.5056,2.5056,8.358117,20.3555,25.088,40.193444,,,38.8603,5.529385,23.9,33.36,33.266779,15.3353,26.432363,27.366326,,19.141747,15.133707,29.8247,,50.5327
2005-02-22,43.1879,43.3013,19.943808,50.823733,19.481447,18.717219,11.877573,20.082495,17.566315,,4.344586,50.699586,18.203207,1.7862,9.17,27.158333,6.42502,21.775658,47.082714,23.075328,31.738192,24.041843,24.041843,,15.418665,,,27.001374,27.001374,10.07894,,24.041843,,28.884994,2.4131,2.4131,8.128893,20.1934,24.8132,39.437053,,,37.9783,5.418077,24.11,32.98,32.935346,15.155,25.982849,26.590303,,18.241524,14.902857,29.2464,,49.5011
2005-02-23,43.2518,44.0507,18.494702,49.578891,19.727286,18.118287,11.787975,20.30854,17.571507,,4.348363,49.457802,18.421925,1.7587,9.23,27.225355,6.357878,21.612619,46.884094,22.676038,31.861727,24.121914,24.121914,,15.342964,,,27.073109,27.073109,10.07894,,24.121914,,29.171926,2.465,2.465,8.287266,20.2565,24.4377,39.622508,,,37.9104,5.542967,24.05,32.78,33.501486,15.0416,26.274292,26.410961,,18.15689,14.89399,29.3973,,49.3965
2005-02-24,43.3886,44.667,18.662795,50.044898,19.790696,18.587931,11.894315,20.221048,17.670164,,4.416099,49.922691,18.561843,1.8338,9.19,27.493146,6.335481,21.785237,47.464591,22.518009,31.978048,24.398532,24.398532,,15.371768,,,27.588247,27.588247,9.950685,,24.398532,,29.389011,2.6981,2.6981,8.395456,20.4636,24.6208,39.785607,,,38.0207,5.601363,24.15,33.69,33.653311,15.1617,26.699107,26.806602,,18.144838,15.240312,30.4469,,49.7104
2005-02-25,43.343,45.1916,19.359363,50.081748,19.778768,18.66962,11.927984,20.162719,18.043751,,4.560611,49.959426,18.665862,1.8685,9.355,27.813,6.313085,21.850629,47.831196,23.291563,32.381926,24.646008,24.646008,,15.501478,,,27.568667,27.568667,9.797887,,24.646008,,29.458765,2.7481,2.7481,8.461119,20.5357,24.8132,40.022924,,,39.2335,5.624413,23.81,34.1,33.784509,15.2072,26.891755,26.928079,,18.235409,15.427305,30.9121,,50.129
2005-02-28,43.2791,45.508,19.295267,49.670818,20.183267,18.594731,11.955949,20.199152,17.929607,,4.515412,49.549493,18.78424,1.8792,9.335,27.998908,6.339536,21.676446,48.121444,23.266631,32.162629,24.347509,24.347509,,15.422266,,,27.783871,27.783871,9.73079,,24.347509,,29.458765,2.7356,2.7356,8.454655,20.4906,24.9323,39.941374,,,39.4794,5.563318,23.7,34.05,33.936335,15.086,26.442242,27.24158,,18.12667,15.15125,31.5532,,49.7553
2005-03-01,43.3065,45.7745,19.527456,49.995896,20.544088,19.091575,12.185556,20.571018,17.981531,,4.506373,49.873776,18.949199,1.8871,9.46,28.095652,6.475895,21.6958,48.747848,23.399728,32.447661,24.376652,24.376652,,15.591581,,,28.233771,28.233771,9.85291,,24.376652,,29.451036,2.8256,2.8256,8.512662,20.7879,25.6192,40.08963,,,39.3183,5.621028,24.1,34.39,34.253923,15.0994,26.407664,26.838012,,18.724869,15.632034,31.2703,,50.6224
2005-03-02,43.3977,45.7994,19.511478,50.112325,20.857373,19.057575,12.191167,20.731467,18.090483,,4.524452,49.989925,18.769881,1.8583,9.435,27.931985,6.510503,21.66677,48.526274,23.40807,32.338012,24.420319,24.420319,,15.508679,,,27.738214,27.738214,9.718519,,24.420319,,29.4976,2.8869,2.8869,8.481702,20.5267,25.9948,40.052611,,,39.2674,5.628526,24.15,33.82,34.502382,15.0792,26.615132,27.386539,,18.525469,15.81893,31.0629,,51.0933
2005-03-03,43.2335,46.3241,19.863733,50.271777,21.245998,18.921397,12.179944,20.709571,18.417428,,4.494361,50.149046,18.773471,1.8568,9.35,27.872443,6.51253,21.66677,48.900561,23.582689,32.411141,24.551319,24.551319,,15.559176,,,28.083804,28.083804,9.749098,,24.551319,,29.334717,2.865,2.865,8.459843,20.7158,25.8299,40.067455,,,38.9875,5.681438,24.05,33.75,35.040832,15.0792,26.788021,27.92714,,18.815529,15.427305,31.2766,,51.2503
2005-03-04,43.7352,47.0319,20.27205,51.111962,21.618657,19.214063,12.241578,20.709571,18.292899,,4.527486,50.987037,18.759111,1.8605,9.445,28.088172,6.498291,21.705477,49.206174,23.957047,32.586525,24.529532,24.529532,,15.724891,,,28.344667,28.344667,9.06497,,24.529532,,29.660391,2.9069,2.9069,8.506198,20.7338,25.9398,40.015502,,,38.5889,5.756115,24.24,33.91,35.551687,15.1062,26.921393,28.0721,,18.573768,15.37381,31.7857,,51.355
2005-03-07,43.8993,46.8154,20.055931,51.007686,21.729693,19.180063,12.174333,20.585646,18.323964,,4.507921,50.883067,18.597743,1.8071,9.375,27.969187,6.408753,21.647416,49.076321,23.541167,32.25767,24.325723,24.325723,,15.753785,,,27.849109,27.849109,9.266458,,24.325723,,29.451036,2.8338,2.8338,8.454655,20.7788,25.6009,40.200866,,,38.5126,5.760871,24.37,33.67,35.537935,15.0658,27.035007,28.162266,,18.664429,15.302675,31.5972,,50.9663
2005-03-08,43.7169,46.6405,19.919795,50.247276,21.313534,19.064375,11.860739,20.41066,18.12683,,4.364895,50.124589,18.543893,1.805,9.32,27.731117,6.280551,21.424752,48.67908,23.183399,32.067588,24.23839,24.23839,,15.645679,,,27.730995,27.730995,9.303173,,24.23839,,29.629379,2.7938,2.7938,8.461119,20.1664,25.436,39.926531,,,38.2921,5.729295,24.19,33.28,35.275539,14.9109,26.170558,28.961475,,18.247551,15.178046,31.2389,,50.3907
2005-03-09,43.5619,46.2907,19.6236,49.425515,21.253711,18.969086,11.877573,20.337705,17.685651,,4.422105,49.30482,18.343035,1.8035,9.305,27.560069,6.2541,21.144124,48.572181,22.834067,31.950636,23.998176,23.998176,,15.569978,,,27.835935,27.835935,9.138202,,23.998176,,29.489871,2.6394,2.6394,8.369685,20.3195,25.3076,39.449906,,,37.5966,5.678482,23.35,32.78,34.909727,14.7155,26.210076,28.777377,,18.645286,15.044452,31.1132,,50.0468
